Iteration, Array Size, Swaps, Time
1, 2, 1, 0.000026
2, 4, 3, 0.000002
3, 8, 10, 0.000003
4, 16, 30, 0.000006
5, 32, 79, 0.000009
6, 64, 174, 0.000017
7, 128, 519, 0.000035
8, 256, 1190, 0.000069
9, 512, 2945, 0.000139
10, 1024, 6748, 0.000312
11, 2048, 15543, 0.000685
12, 4096, 34989, 0.001550
13, 8192, 78338, 0.003393
14, 16384, 174682, 0.005780
15, 32768, 384250, 0.010818
16, 65536, 840561, 0.023017
17, 131072, 1807679, 0.049464
18, 262144, 3899570, 0.106630
