Iteration, Array Size, Swaps, Time
1, 2, 0, 0.000025
2, 4, 0, 0.000002
3, 8, 0, 0.000003
4, 16, 0, 0.000005
5, 32, 0, 0.000006
6, 64, 0, 0.000010
7, 128, 0, 0.000018
8, 256, 0, 0.000035
9, 512, 0, 0.000063
10, 1024, 0, 0.000133
11, 2048, 0, 0.000289
12, 4096, 0, 0.000746
13, 8192, 0, 0.001359
14, 16384, 0, 0.003072
15, 32768, 0, 0.005352
16, 65536, 0, 0.008883
17, 131072, 0, 0.019083
18, 262144, 0, 0.040910
