Iteration, Array Size, Swaps, Time
1, 2, 0, 0.000001
2, 4, 3, 0.000001
3, 8, 8, 0.000002
4, 16, 65, 0.000003
5, 32, 246, 0.000005
6, 64, 1063, 0.000013
7, 128, 3989, 0.000038
8, 256, 16568, 0.000143
9, 512, 67364, 0.000594
10, 1024, 265555, 0.002282
11, 2048, 1052613, 0.007882
12, 4096, 4251190, 0.026753
13, 8192, 16870292, 0.098837
14, 16384, 67556928, 0.390255
15, 32768, 267197650, 1.532991
16, 65536, 1075201716, 6.166028
17, 131072, 4293043912, 24.583914
18, 262144, 17172921970, 98.379662
