Iteration, Array Size, Swaps, Time
1, 2, 1, 0.000000
2, 4, 4, 0.000000
3, 8, 16, 0.000000
4, 16, 60, 0.000000
5, 32, 257, 0.000000
6, 64, 970, 0.000000
7, 128, 4026, 0.000083
8, 256, 16209, 0.000169
9, 512, 64821, 0.000745
10, 1024, 261152, 0.002659
11, 2048, 1047269, 0.010309
12, 4096, 4223483, 0.045584
13, 8192, 17103213, 0.222533
14, 16384, 69028672, 0.963347
15, 32768, 279197404, 4.419574
16, 65536, 1200342244, 19.534494
17, 131072, 4079350346, 79.157127
18, 262144, 10463688014, 241.302612
