Iteration, Array Size, Swaps, Time
1, 2, 1, 0.000000
2, 4, 2, 0.000000
3, 8, 17, 0.000000
4, 16, 61, 0.000000
5, 32, 247, 0.000000
6, 64, 1018, 0.000083
7, 128, 4077, 0.000000
8, 256, 16392, 0.000083
9, 512, 65277, 0.000250
10, 1024, 261140, 0.001912
11, 2048, 1055157, 0.006898
12, 4096, 4225141, 0.026429
13, 8192, 16984638, 0.055561
14, 16384, 69062420, 0.247953
15, 32768, 279140791, 0.892365
16, 65536, 1201840425, 3.683266
17, 131072, 4080878459, 12.911557
18, 262144, 10467961230, 29.787884
